A998,923.625,923.625,1642422643725840,-46.5,0.6504078540635119,22.5,22.5
A998,923.625,923.625,1642422643736442,-46.5,0.6688156235181395,22.5,22.5
A998,923.625,923.625,1642422643744197,-46.5,0.6872233929727672,22.5,22.5
A998,923.625,923.625,1642422643753504,-46.5,0.6442719309119693,22.5,22.5
A998,923.625,923.625,1642422643760505,-46.5,0.6749515466696822,22.5,22.5
A998,923.625,923.625,1642422643771050,-46.5,0.6749515466696822,22.5,22.5
A998,923.625,923.625,1642422643778429,-46.5,0.6872233929727672,22.5,22.5
A998,923.625,923.625,1642422643788999,-46.5,0.6810874698212247,22.5,22.5
A998,923.625,923.625,1642422643796419,-47.0,0.6872233929727672,22.5,22.5
A998,923.625,923.625,1642422643808433,-46.5,0.6994952392758523,22.5,22.5
A998,923.625,923.625,1642422643813858,-46.5,0.6933593161243098,22.5,22.5
A998,922.625,923.625,1642422643942294,-47.0,0.7117670855789375,22.5,22.5
A998,922.625,923.625,1642422643951991,-47.0,0.6810874698212247,22.5,22.5
A998,922.625,923.625,1642422643956907,-47.0,0.6994952392758523,22.5,22.5
A998,922.625,923.625,1642422643970501,-47.0,0.6872233929727672,22.5,22.5
A998,922.625,923.625,1642422643976863,-47.0,0.6933593161243098,22.5,22.5
A998,922.625,923.625,1642422643988112,-47.0,0.6810874698212247,22.5,22.5
A998,922.625,923.625,1642422643997292,-47.0,0.6994952392758523,22.5,22.5
A998,922.625,923.625,1642422644006598,-47.0,0.705631162427395,22.5,22.5
A998,922.625,923.625,1642422644013110,-47.0,0.705631162427395,22.5,22.5
A998,922.625,923.625,1642422644024762,-47.0,0.6872233929727672,22.5,22.5
A998,922.625,923.625,1642422644034293,-47.0,0.6933593161243098,22.5,22.5
A998,922.625,923.625,1642422644136820,-46.5,0.7547185476397354,25.0,25.0
A998,922.625,923.625,1642422644149234,-46.5,0.7547185476397354,25.0,25.0
A998,922.625,923.625,1642422644155238,-46.5,0.7485826244881929,25.0,25.0
A998,922.625,923.625,1642422644163707,-46.5,0.7424467013366504,25.0,25.0
A998,922.625,923.625,1642422644176698,-46.5,0.7669903939428205,25.0,25.0
A998,922.625,923.625,1642422644183247,-46.5,0.7424467013366504,25.0,25.0
A998,922.625,923.625,1642422644195524,-47.0,0.7485826244881929,25.0,25.0
A998,922.625,923.625,1642422644204117,-46.5,0.7301748550335652,25.0,25.0
A998,922.625,923.625,1642422644211726,-46.5,0.7424467013366504,25.0,25.0
A998,922.625,923.625,1642422644220987,-47.0,0.7363107781851077,25.0,25.0
A998,922.625,923.625,1642422644229673,-46.5,0.7547185476397354,25.0,25.0
A998,922.625,923.625,1642422644237562,-47.0,0.7424467013366504,25.0,25.0
A998,921.625,923.625,1642422644331035,-46.5,0.7853981633974483,27.5,27.5
A998,921.625,923.625,1642422644340029,-46.5,0.7853981633974483,27.5,27.5
A998,921.625,923.625,1642422644346535,-46.5,0.7792622402459057,27.5,27.5
A998,921.625,923.625,1642422644358300,-46.5,0.7792622402459057,27.5,27.5
A998,921.625,923.625,1642422644364838,-46.5,0.8222137023067037,27.5,27.5
A998,921.625,923.625,1642422644374605,-46.5,0.7976700097005334,27.5,27.5
A998,921.625,923.625,1642422644385271,-46.0,0.7915340865489908,27.5,27.5
A998,921.625,923.625,1642422644393032,-46.5,0.7853981633974483,27.5,27.5
A998,921.625,923.625,1642422644401959,-46.5,0.7915340865489908,27.5,27.5
A998,921.625,923.625,1642422644413483,-46.5,0.8099418560036186,27.5,27.5
A998,921.625,923.625,1642422644422242,-46.5,0.8099418560036186,27.5,27.5
A998,921.625,923.625,1642422644429777,-46.5,0.7976700097005334,27.5,27.5
A998,923.125,923.625,1642422644523860,-46.5,0.8406214717613314,30.0,30.0
A998,923.125,923.625,1642422644532236,-46.5,0.8283496254582462,30.0,30.0
A998,923.125,923.625,1642422644541806,-46.5,0.8406214717613314,30.0,30.0
A998,923.125,923.625,1642422644548346,-46.5,0.8160777791551611,30.0,30.0
A998,923.125,923.625,1642422644558628,-46.5,0.8344855486097889,30.0,30.0
A998,923.125,923.625,1642422644569197,-46.5,0.8406214717613314,30.0,30.0
A998,923.125,923.625,1642422644578762,-46.5,0.8344855486097889,30.0,30.0
A998,923.125,923.625,1642422644587401,-46.5,0.8283496254582462,30.0,30.0
A998,923.125,923.625,1642422644592898,-46.5,0.8713010875190442,30.0,30.0
A998,923.125,923.625,1642422644601630,-46.5,0.8651651643675016,30.0,30.0
A998,923.125,923.625,1642422644613965,-46.5,0.8406214717613314,30.0,30.0
A998,923.125,923.625,1642422644705918,-46.5,0.8099418560036186,27.5,27.5
A998,923.125,923.625,1642422644712848,-46.5,0.8160777791551611,27.5,27.5
A998,923.125,923.625,1642422644722069,-46.5,0.8160777791551611,27.5,27.5
A998,923.125,923.625,1642422644735474,-46.5,0.8099418560036186,27.5,27.5
A998,923.125,923.625,1642422644742926,-46.5,0.8160777791551611,27.5,27.5
A998,923.125,923.625,1642422644749866,-46.5,0.8283496254582462,27.5,27.5
