AA10,1557841334180963,3.715184122655208,-50.0,0.0,1
AA10,1557841334188982,3.6108734290789846,-50.0,0.0,1
AA10,1557841334206316,1.3528537093113204,-47.0,0.0,2
AA10,1557841334215444,1.3099022472505233,-46.5,0.0,2
AA10,1557841334244475,3.107727730652494,-50.5,0.0,1
AA10,1557841334256279,2.985009267621643,-50.5,0.0,1
AA10,1557841334270871,1.027649782279565,-47.0,0.0,2
AA10,1557841334280493,1.027649782279565,-47.0,0.0,2
AA10,1557841334311834,2.5616305701652062,-50.5,0.0,1
AA10,1557841334318083,2.5002713386497804,-50.5,0.0,1
AA10,1557841334336317,0.7208536247024364,-47.0,0.0,2
AA10,1557841334347150,0.6656303163385537,-47.0,0.0,2
AA10,1557841334373675,2.083028564344886,-49.5,0.0,1
AA10,1557841334384647,1.9909897170717477,-49.5,0.0,1
AA10,1557841334401402,0.37110600506451075,-47.0,0.0,2
AA10,1557841334411847,0.36497008191296754,-47.5,0.0,2
AA10,1557841334442123,1.6535139437369066,-49.0,0.0,1
AA10,1557841334453141,1.6473780205853643,-49.0,0.0,1
AA10,1557841334467416,0.08271761694201007,-47.5,0.0,2
AA10,1557841334477766,0.05203800118429669,-48.0,0.0,2
AA10,1557841334505455,1.408077017675204,-48.0,0.0,1
AA10,1557841334515332,1.346717786159778,-47.5,0.0,1
AA10,1557841334538143,6.083650459150638,-47.5,0.0,2
AA10,1557841334547071,6.046834920241383,-47.0,0.0,2
AA10,1557841334578793,1.113552706401161,-47.0,0.0,1
AA10,1557841334589164,1.1012808600980755,-47.0,0.0,1
AA10,1557841334603512,5.789126147876595,-47.0,0.0,2
AA10,1557841334612670,5.727766916361169,-47.0,0.0,2
AA10,1557841334644001,0.9356109350064266,-46.5,0.0,1
AA10,1557841334653818,0.880387626642543,-46.5,0.0,1
AA10,1557841334668023,5.53755329866335,-47.5,0.0,2
AA10,1557841334679585,5.48846591345101,-48.0,0.0,2
AA10,1557841334715825,0.6963099320962662,-45.5,0.0,1
AA10,1557841334721857,0.7024458552478086,-45.5,0.0,1
AA10,1557841334740849,5.347339680965531,-47.0,0.0,2
AA10,1557841334752881,5.32279598835936,-47.5,0.0,2
AA10,1557841334782201,0.5490477764592452,-45.0,0.0,1
AA10,1557841334793779,0.49996039124690395,-44.5,0.0,1
AA10,1557841334808867,5.218485294783137,-47.0,0.0,2
AA10,1557841334815166,5.193941602176967,-47.5,0.0,2
AA10,1557841334846556,0.37110600506451075,-44.5,0.0,1
AA10,1557841334856289,0.3526982356098829,-44.0,0.0,1
AA10,1557841334874252,5.046679446539945,-47.5,0.0,2
AA10,1557841334881799,5.0221357539337745,-47.5,0.0,2
AA10,1557841334914241,0.18089238736669078,-44.0,0.0,1
AA10,1557841334923852,0.1563486947605206,-44.5,0.0,1
AA10,1557841334940879,4.954640599266806,-48.0,0.0,2
AA10,1557841334949666,4.966912445569891,-47.5,0.0,2
AA10,1557841334980250,0.039766154881212046,-44.0,0.0,1
AA10,1557841334989756,0.039766154881212046,-44.0,0.0,1
AA10,1557841335003558,4.917825060357551,-48.5,0.0,2
AA10,1557841335017316,4.954640599266806,-48.5,0.0,2
AA10,1557841335044028,6.2002329990299465,-44.0,0.0,1
AA10,1557841335054496,6.194097075878404,-43.5,0.0,1
AA10,1557841335071847,4.807378443629785,-49.0,0.0,2
