0032,1556807954284007,2.8806985740454194,-62.0,0.0,1
0017,1556807954300840,2.432776183982812,-66.0,0.0,1
0014,1556807954331717,2.4818635691951525,-61.5,0.0,1
0036,1556807954336548,3.040232575985526,-63.0,0.0,1
0011,1556807954343412,2.6291257248321744,-63.5,0.0,1
0034,1556807954347495,5.875029071998191,-62.5,0.0,1
0013,1556807954351773,3.040232575985526,-58.5,0.0,1
0012,1556807954356770,5.476194067147924,-60.5,0.0,1
0032,1556807954362227,3.1629510390163773,-60.5,0.0,1
0017,1556807954366508,3.3470287335626545,-63.0,0.0,1
0016,1556807954371904,0.6656303163385537,-61.0,0.0,1
0024,1556807954376310,0.524504083853075,-61.0,0.0,1
0037,1556807954382193,6.01615530448367,-63.5,0.0,1
0033,1556807954387069,0.7944847025209478,-62.5,0.0,1
0012,1556807954460927,5.3166600652078175,-60.5,0.0,1
0017,1556807954465539,2.6352616479837168,-63.0,0.0,1
0033,1556807954470005,0.7147177015508941,-62.0,0.0,1
0032,1556807954478808,2.678213110044515,-61.5,0.0,1
0024,1556807954483063,0.15021277160897828,-60.0,0.0,1
0014,1556807954487993,2.6966208794991426,-61.0,0.0,1
0037,1556807954492469,6.06524268969601,-64.5,0.0,1
0016,1556807954500414,0.628814777429298,-61.5,0.0,1
0013,1556807954504611,2.972737421318558,-59.0,0.0,1
0015,1556807954537306,0.19930015682131863,-66.0,0.0,1
0013,1556807954562791,2.5370868775590356,-58.5,0.0,1
0011,1556807954568210,2.0339411791325457,-64.5,0.0,1
0016,1556807954574766,0.5919992385200432,-60.5,0.0,1
0032,1556807954583074,2.420504337679727,-61.5,0.0,1
0014,1556807954588177,1.6473780205853643,-61.0,0.0,1
0037,1556807954603712,5.782990224725053,-63.0,0.0,1
0034,1556807954609890,5.05895129284303,-63.0,0.0,1
0024,1556807954615390,6.077514535999096,-58.5,0.0,1
0015,1556807954630699,1.4878440186452568,-65.0,0.0,1
0027,1556807954634913,3.715184122655208,-64.0,0.0,1
0033,1556807954640521,0.3833778513675954,-62.0,0.0,1
0012,1556807954657283,4.7951065973267,-61.0,0.0,1
0017,1556807954669271,2.6168538785290894,-64.0,0.0,1
0037,1556807954725933,5.51300960605718,-61.5,0.0,1
