AA10,1556973285613820,2.377552875618929,-69.5,0.0,1
AA10,1556973285640394,1.9296304855563218,-68.0,0.0,1
AA10,1556973285684485,1.8007760993739277,-68.0,0.0,1
AA10,1556973285697920,1.598290635373023,-67.5,0.0,1
AA10,1556973285739446,1.3773974019174915,-66.0,0.0,1
AA10,1556973285751030,1.1687760147650437,-66.0,0.0,1
AA10,1556973285795133,1.0031060896733948,-65.5,0.0,1
AA10,1556973285807472,1.0337857054311073,-66.0,0.0,1
AA10,1556973285849610,0.7576691636116921,-65.5,0.0,1
AA10,1556973285899894,0.30361085039754254,-65.5,0.0,1
AA10,1556973285912040,0.4201933902768511,-64.0,0.0,1
AA10,1556973285963641,0.1563486947605206,-66.0,0.0,1
AA10,1556973286008882,6.0959223054537235,-64.0,0.0,1
AA10,1556973286013990,6.034563073938298,-65.5,0.0,1
AA10,1556973286055674,5.721630993209627,-65.0,0.0,1
AA10,1556973286067562,5.881164995149733,-65.0,0.0,1
AA10,1556973286110841,5.1264464475099984,-65.5,0.0,1
AA10,1556973286120747,5.175533832722339,-66.0,0.0,1
AA10,1556973286177698,4.163106512717816,-65.5,0.0,1
AA10,1556973286183837,4.3901356693248905,-67.0,0.0,1
AA10,1556973286224102,3.776543354170634,-66.5,0.0,1
AA10,1556973286236988,3.690640430049038,-67.5,0.0,1
AA10,1556973286278913,3.3163491178049416,-67.0,0.0,1
AA10,1556973286285402,3.083184038046324,-67.5,0.0,1
AA10,1556973286330897,2.5370868775590356,-67.0,0.0,1
AA10,1556973286341319,2.438912107134355,-66.0,0.0,1
AA10,1556973286382934,2.205747027375737,-68.0,0.0,1
AA10,1556973286395924,2.0523489485871735,-66.5,0.0,1
AA10,1556973286435368,1.536931403857598,-65.5,0.0,1
AA10,1556973286445072,1.8253197919800979,-65.5,0.0,1
AA10,1556973286488191,1.3528537093113204,-65.5,0.0,1
AA10,1556973286494831,1.30376632409898,-65.0,0.0,1
AA10,1556973286536705,1.027649782279565,-65.0,0.0,1
AA10,1556973286548593,0.8558439340363728,-65.5,0.0,1
AA10,1556973286590230,0.5735914690654154,-66.0,0.0,1
AA10,1556973286604129,0.47541669864073377,-65.5,0.0,1
AA10,1556973286640488,0.30361085039754254,-65.5,0.0,1
AA10,1556973286654863,0.07658169379046775,-66.5,0.0,1
AA10,1556973286693413,6.1818252295753195,-66.0,0.0,1
AA10,1556973286705275,6.194097075878404,-66.5,0.0,1
AA10,1556973286747349,5.746174685815797,-67.5,0.0,1
AA10,1556973286758603,5.482329990299467,-66.5,0.0,1
AA10,1556973286804966,5.1264464475099984,-68.5,0.0,1
AA10,1556973286816971,5.304388218904732,-67.0,0.0,1
AA10,1556973286860434,4.960776522418349,-68.5,0.0,1
AA10,1556973286870235,4.7951065973267,-68.0,0.0,1
AA10,1556973286910503,4.36559197671872,-67.5,0.0,1
AA10,1556973286917460,4.402407515627975,-70.0,0.0,1
AA10,1556973288058757,1.5860187890699384,-69.0,0.0,1
AA10,1556973288067195,1.6535139437369066,-68.0,0.0,1
AA10,1556973288117339,1.641242097433821,-69.0,0.0,1
AA10,1556973288129703,1.536931403857598,-67.5,0.0,1
AA10,1556973288170120,1.30376632409898,-67.0,0.0,1
AA10,1556973288191034,1.1626400916135013,-66.0,0.0,1
AA10,1556973288231573,1.1933197073712138,-66.0,0.0,1
AA10,1556973288250615,1.2669507851897253,-66.0,0.0,1
AA10,1556973288299926,0.837436164581745,-66.0,0.0,1
AA10,1556973288310759,0.8987953960971709,-64.5,0.0,1
AA10,1556973288353159,0.8865235497940862,-65.0,0.0,1
AA10,1556973288366792,0.8497080108848305,-65.5,0.0,1
AA10,1556973288407566,0.4876885449438193,-66.5,0.0,1
AA10,1556973288415517,0.33429046615525504,-66.0,0.0,1
AA10,1556973288458833,0.15021277160897828,-67.0,0.0,1
AA10,1556973288471574,0.13180500215435043,-66.0,0.0,1
AA10,1556973288512588,0.09498946324509472,-67.0,0.0,1
AA10,1556973288525091,6.20636892218149,-67.0,0.0,1
AA10,1556973288569460,5.9057086877559035,-66.5,0.0,1
