A997,920.875,1638104192428177,5.712544454086128,-34.0
A997,920.875,1638104192437152,5.724816300389213,-34.0
A997,920.875,1638104192447230,5.71868037723767,-34.0
A997,920.875,1638104192453025,5.724816300389213,-34.0
A997,920.875,1638104192465518,5.724816300389213,-34.0
A997,920.875,1638104192473866,5.712544454086128,-34.0
A997,920.875,1638104192481672,5.712544454086128,-34.0
A997,920.875,1638104192493685,5.712544454086128,-34.0
A997,920.875,1638104192501733,5.71868037723767,-34.0
A997,920.875,1638104192506909,5.724816300389213,-34.0
A997,920.875,1638104192516091,5.71868037723767,-34.0
A997,920.875,1638104192527752,5.724816300389213,-34.0
A997,920.875,1638104192536142,5.71868037723767,-34.0
A997,920.875,1638104192544639,5.730952223540755,-34.0
A997,920.875,1638104192555741,5.724816300389213,-34.0
A997,920.875,1638104192561223,5.730952223540755,-34.0
A997,920.875,1638104192571986,5.743224069843841,-34.0
