A998,923.125,923.125,1650201649250675,-49.5,1.5953400194010667,27.5,27.5
A998,923.125,923.125,1650201649260791,-49.5,1.5953400194010667,27.5,27.5
A998,923.125,923.125,1650201649264998,-49.5,1.5953400194010667,27.5,27.5
A998,923.125,923.125,1650201649277458,-49.5,1.5953400194010667,27.5,27.5
A998,923.125,923.125,1650201649287532,-50.0,1.576932249946439,27.5,27.5
A998,923.125,923.125,1650201649294881,-49.5,1.5953400194010667,27.5,27.5
A998,923.125,923.125,1650201649301564,-50.0,1.5830681730979816,27.5,27.5
A998,923.125,923.125,1650201649312214,-49.5,1.607611865704152,27.5,27.5
A998,923.125,923.125,1650201649319430,-49.5,1.607611865704152,27.5,27.5
A998,923.125,923.125,1650201649331609,-49.5,1.6198837120072371,27.5,27.5
A998,921.125,923.125,1650201649480620,-50.0,1.607611865704152,25.0,25.0
A998,921.125,923.125,1650201649493744,-50.0,1.6137477888556946,25.0,25.0
A998,921.125,923.125,1650201649501607,-50.0,1.607611865704152,25.0,25.0
A998,921.125,923.125,1650201649510011,-50.0,1.607611865704152,25.0,25.0
A998,921.125,923.125,1650201649517409,-50.0,1.6137477888556946,25.0,25.0
A998,921.125,923.125,1650201649527103,-50.0,1.6198837120072371,25.0,25.0
A998,921.125,923.125,1650201649535867,-50.0,1.607611865704152,25.0,25.0
A998,921.125,923.125,1650201649543643,-50.0,1.607611865704152,25.0,25.0
A998,921.125,923.125,1650201649555003,-50.0,1.6137477888556946,25.0,25.0
A998,921.125,923.125,1650201649563718,-50.0,1.6137477888556946,25.0,25.0
A998,921.125,923.125,1650201649570036,-50.0,1.6198837120072371,25.0,25.0
A998,920.625,923.125,1650201649705950,-50.0,1.6444274046134073,22.5,22.5
A998,920.625,923.125,1650201649714054,-50.0,1.6444274046134073,22.5,22.5
A998,920.625,923.125,1650201649725199,-50.5,1.6566992509164924,22.5,22.5
A998,920.625,923.125,1650201649731497,-50.0,1.6566992509164924,22.5,22.5
A998,920.625,923.125,1650201649742253,-50.5,1.6382914814618648,22.5,22.5
