best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.016601786017417908,0.057660382241010666,0.9948387145996094,0.9793281555175781,0.0010000000474974513,97
