loss,accuracy,val_loss,val_accuracy,lr
1.0945308208465576,0.5838709473609924,2.696793794631958,0.28423771262168884,0.0010000000474974513
0.710801899433136,0.7374193668365479,4.502906799316406,0.21705426275730133,0.0010000000474974513
0.5417510271072388,0.8032258152961731,4.1426520347595215,0.2816537320613861,0.0010000000474974513
0.47418123483657837,0.8348386883735657,2.025247812271118,0.4444444477558136,0.0010000000474974513
0.3865358531475067,0.8722580671310425,1.4561593532562256,0.5064599514007568,0.0010000000474974513
0.3832628130912781,0.8632258176803589,0.4439004361629486,0.8191214203834534,0.0010000000474974513
0.3400508761405945,0.8877419233322144,0.559306263923645,0.7932816743850708,0.0010000000474974513
0.26775380969047546,0.9187096953392029,0.2843608856201172,0.8940568566322327,0.0010000000474974513
0.23578175902366638,0.9154838919639587,0.9628495573997498,0.8062015771865845,0.0010000000474974513
0.26119107007980347,0.9122580885887146,0.3171274662017822,0.8733850121498108,0.0010000000474974513
0.2849712371826172,0.9038709402084351,0.9080483317375183,0.7441860437393188,0.0010000000474974513
0.20834413170814514,0.9309677481651306,0.2534412145614624,0.9147287011146545,0.0010000000474974513
0.218793585896492,0.9245161414146423,0.18034867942333221,0.9147287011146545,0.0010000000474974513
0.1708822399377823,0.9387096762657166,0.3487895727157593,0.8785529732704163,0.0010000000474974513
0.21665097773075104,0.9335483908653259,0.23527491092681885,0.9069767594337463,0.0010000000474974513
0.18993067741394043,0.9367741942405701,0.37671056389808655,0.8475452065467834,0.0010000000474974513
0.20328140258789062,0.92580646276474,0.1380465179681778,0.9483203887939453,0.0010000000474974513
0.16330896317958832,0.948387086391449,0.4053824245929718,0.8940568566322327,0.0010000000474974513
0.1783776730298996,0.9458064436912537,0.18886756896972656,0.91989666223526,0.0010000000474974513
0.17434526979923248,0.940645158290863,0.2097136229276657,0.9224806427955627,0.0010000000474974513
0.17064175009727478,0.9438709616661072,0.25196343660354614,0.8992248177528381,0.0010000000474974513
0.1370406448841095,0.9509677290916443,0.14490918815135956,0.9483203887939453,0.0010000000474974513
0.1268841028213501,0.9541935324668884,0.09196728467941284,0.9689922332763672,0.0010000000474974513
0.14344260096549988,0.9541935324668884,0.07096102088689804,0.9689922332763672,0.0010000000474974513
0.12814466655254364,0.9574193358421326,0.11143416911363602,0.9586563110351562,0.0010000000474974513
0.10371605306863785,0.9683870673179626,0.1255049705505371,0.9483203887939453,0.0010000000474974513
0.10671678930521011,0.963225781917572,0.18973784148693085,0.9276486039161682,0.0010000000474974513
0.14116770029067993,0.9509677290916443,0.13638396561145782,0.9586563110351562,0.0010000000474974513
0.14204445481300354,0.9496774077415466,0.09170694649219513,0.9664082527160645,0.0010000000474974513
0.11526153236627579,0.9541935324668884,0.07429306209087372,0.9767441749572754,0.0010000000474974513
0.10829751193523407,0.9612902998924255,0.08935873210430145,0.9689922332763672,0.0010000000474974513
0.07983507961034775,0.9709677696228027,0.1568659096956253,0.9483203887939453,0.0010000000474974513
0.11064399033784866,0.9587096571922302,0.26113906502723694,0.9173126816749573,0.0010000000474974513
0.11000823229551315,0.9599999785423279,0.09588243812322617,0.961240291595459,0.0010000000474974513
0.10146833211183548,0.9638709425926208,0.11198952794075012,0.9586563110351562,0.0010000000474974513
0.10872938483953476,0.967096745967865,0.06562893092632294,0.9793281555175781,0.0010000000474974513
0.09603670984506607,0.9645161032676697,0.05941009148955345,0.9793281555175781,0.0010000000474974513
0.08726450055837631,0.9664515852928162,0.15634913742542267,0.9483203887939453,0.0010000000474974513
0.07125737518072128,0.977419376373291,0.12330315262079239,0.950904369354248,0.0010000000474974513
0.08303044736385345,0.9709677696228027,0.09416205435991287,0.9689922332763672,0.0010000000474974513
0.09401941299438477,0.9658064246177673,0.0562838613986969,0.9844961166381836,0.0010000000474974513
0.11077956855297089,0.9645161032676697,0.12357904762029648,0.950904369354248,0.0010000000474974513
0.0940549373626709,0.9664515852928162,0.12042754143476486,0.9405684471130371,0.0010000000474974513
0.09394032508134842,0.9683870673179626,0.07445108890533447,0.9664082527160645,0.0010000000474974513
0.06754323840141296,0.9754838943481445,0.0430188849568367,0.9844961166381836,0.0010000000474974513
0.08966631442308426,0.9703226089477539,0.04290963336825371,0.9819121360778809,0.0010000000474974513
0.0675322487950325,0.9780645370483398,0.0581793487071991,0.9793281555175781,0.0010000000474974513
0.07094506174325943,0.9787096977233887,0.05208010971546173,0.9819121360778809,0.0010000000474974513
0.06308246403932571,0.9787096977233887,0.062095943838357925,0.9767441749572754,0.0010000000474974513
0.05068507418036461,0.9806451797485352,0.02908720262348652,0.9922480583190918,0.0010000000474974513
0.08003459125757217,0.9716129302978516,0.07535248249769211,0.9638242721557617,0.0010000000474974513
0.045796774327754974,0.9864516258239746,0.036592036485672,0.9896640777587891,0.0010000000474974513
0.06468420475721359,0.9787096977233887,0.10469555109739304,0.950904369354248,0.0010000000474974513
0.06275922805070877,0.981290340423584,0.0547955147922039,0.9715762138366699,0.0010000000474974513
0.06842143088579178,0.9754838943481445,0.364848256111145,0.8837209343910217,0.0010000000474974513
0.06171916797757149,0.9780645370483398,0.2575146555900574,0.9328165650367737,0.0010000000474974513
0.052472569048404694,0.9825806617736816,0.040953151881694794,0.9844961166381836,0.0010000000474974513
0.05645640194416046,0.9800000190734863,0.10317333787679672,0.9638242721557617,0.0010000000474974513
0.058318473398685455,0.9800000190734863,0.1072772815823555,0.9638242721557617,0.0010000000474974513
0.10532979667186737,0.9599999785423279,0.3443751335144043,0.8708010315895081,0.0010000000474974513
0.07667768001556396,0.9748387336730957,0.2042771726846695,0.9276486039161682,0.0010000000474974513
0.04805980622768402,0.9838709831237793,0.05867374688386917,0.9767441749572754,0.0010000000474974513
0.09070998430252075,0.9703226089477539,0.33841538429260254,0.8785529732704163,0.0010000000474974513
0.07036381214857101,0.9761290550231934,0.15389005839824677,0.9379844665527344,0.0010000000474974513
0.06408251076936722,0.9780645370483398,0.03899741917848587,0.9844961166381836,0.0010000000474974513
0.051407840102910995,0.9838709831237793,0.018857097253203392,0.9948320388793945,0.0010000000474974513
0.034310583025217056,0.9903225898742676,0.10774502903223038,0.9689922332763672,0.0010000000474974513
0.03720846772193909,0.9890322685241699,0.2546687126159668,0.9379844665527344,0.0010000000474974513
0.0633571669459343,0.9793548583984375,0.12560820579528809,0.9560723304748535,0.0010000000474974513
0.05168837681412697,0.9832258224487305,0.05024699866771698,0.9793281555175781,0.0010000000474974513
0.02882961928844452,0.9929032325744629,0.04717915877699852,0.9767441749572754,0.0010000000474974513
0.044743865728378296,0.9870967864990234,0.0416417196393013,0.9819121360778809,0.0010000000474974513
0.04975089803338051,0.9870967864990234,0.06576324999332428,0.9689922332763672,0.0010000000474974513
0.05194157361984253,0.9832258224487305,0.0820496529340744,0.9715762138366699,0.0010000000474974513
0.03605872020125389,0.9877419471740723,0.04164985194802284,0.9870800971984863,0.0010000000474974513
0.04079512134194374,0.9870967864990234,0.030523736029863358,0.9896640777587891,0.0010000000474974513
0.03939777612686157,0.985161304473877,0.32807469367980957,0.8759689927101135,0.0010000000474974513
0.07480185478925705,0.9729032516479492,0.15318000316619873,0.9560723304748535,0.0010000000474974513
0.03651537001132965,0.9896774291992188,0.1186695322394371,0.961240291595459,0.0010000000474974513
0.04054665192961693,0.9838709831237793,0.0728437751531601,0.9715762138366699,0.0010000000474974513
0.03751590475440025,0.9877419471740723,0.034783702343702316,0.9922480583190918,0.0010000000474974513
0.026736265048384666,0.9903225898742676,0.057047147303819656,0.9767441749572754,0.0010000000474974513
0.0278633963316679,0.9929032325744629,0.03588626906275749,0.9844961166381836,0.0010000000474974513
0.03979169949889183,0.9890322685241699,0.030783429741859436,0.9896640777587891,0.0010000000474974513
0.06408952176570892,0.9825806617736816,0.17908141016960144,0.9483203887939453,0.0010000000474974513
0.07205937802791595,0.9729032516479492,0.08737444877624512,0.9767441749572754,0.0010000000474974513
0.04029339551925659,0.985161304473877,0.05075754225254059,0.9767441749572754,0.0010000000474974513
0.03501391038298607,0.9883871078491211,0.026545600965619087,0.9922480583190918,0.0010000000474974513
0.019743721932172775,0.9948387145996094,0.4632536768913269,0.8914728760719299,0.0010000000474974513
0.050098590552806854,0.9819355010986328,0.7629880309104919,0.7958656549453735,0.0010000000474974513
0.05656806752085686,0.9832258224487305,0.16423052549362183,0.9534883499145508,0.0010000000474974513
0.040576595813035965,0.9877419471740723,0.27568137645721436,0.91989666223526,0.0010000000474974513
0.044835165143013,0.9819355010986328,0.05045723170042038,0.9793281555175781,0.0010000000474974513
0.027059784159064293,0.9916129112243652,0.02879459224641323,0.9896640777587891,0.0010000000474974513
0.035457830876111984,0.9858064651489258,0.06746404618024826,0.9741601943969727,0.0010000000474974513
0.035365380346775055,0.9896774291992188,0.04758491367101669,0.9844961166381836,0.0010000000474974513
0.025077221915125847,0.9922580718994141,0.14114251732826233,0.9534883499145508,0.0010000000474974513
0.016601786017417908,0.9948387145996094,0.057660382241010666,0.9793281555175781,0.0010000000474974513
0.018793674185872078,0.9954838752746582,0.02242235653102398,0.9896640777587891,0.0010000000474974513
0.020566249266266823,0.9948387145996094,0.0521807000041008,0.9819121360778809,0.0010000000474974513
0.017171720042824745,0.996129035949707,0.03510920703411102,0.9896640777587891,0.0010000000474974513
0.03663305193185806,0.9838709831237793,0.05541122332215309,0.9767441749572754,0.0010000000474974513
0.03596240654587746,0.9890322685241699,0.031103912740945816,0.9844961166381836,0.0010000000474974513
0.03082752786576748,0.9877419471740723,0.05967395380139351,0.9819121360778809,0.0010000000474974513
0.024410953745245934,0.9890322685241699,0.022662704810500145,0.9922480583190918,0.0010000000474974513
0.026897314935922623,0.9909677505493164,0.5914931297302246,0.8759689927101135,0.0010000000474974513
0.047762516885995865,0.9838709831237793,1.6131515502929688,0.801033616065979,0.0010000000474974513
0.0568326935172081,0.9806451797485352,0.04333706200122833,0.9819121360778809,0.0010000000474974513
0.024411089718341827,0.9896774291992188,0.12317711859941483,0.950904369354248,0.0010000000474974513
0.03447144478559494,0.9864516258239746,0.14462542533874512,0.9534883499145508,0.0010000000474974513
0.04970202222466469,0.9825806617736816,0.17891064286231995,0.930232584476471,0.0010000000474974513
0.03003937005996704,0.9890322685241699,0.39635801315307617,0.8940568566322327,0.0010000000474974513
0.025600256398320198,0.9903225898742676,0.08281038701534271,0.961240291595459,0.0010000000474974513
0.023494837805628777,0.9941935539245605,0.11467647552490234,0.9638242721557617,0.0010000000474974513
0.038938917219638824,0.9864516258239746,0.08804617077112198,0.9638242721557617,0.0010000000474974513
0.04719753563404083,0.9793548583984375,0.03845297172665596,0.9870800971984863,0.0010000000474974513
