0003,1556807379539379,5.089630908600743,-64.5,0.0,1
0012,1556807379543925,5.580504760724148,-55.5,0.0,1
0024,1556807379548472,2.0032615633748323,-58.5,0.0,1
0017,1556807379552850,3.8869899708984,-62.5,0.0,1
0018,1556807379558941,2.6966208794991426,-63.5,0.0,1
0015,1556807379563575,1.5430673270091404,-65.5,0.0,1
0027,1556807379568964,5.00986390763069,-61.5,0.0,1
0025,1556807379574883,5.973203842422872,-60.5,0.0,1
0012,1556807379597206,5.451650374541754,-55.5,0.0,1
0024,1556807379601716,1.874407177192439,-58.0,0.0,1
0027,1556807379606053,4.881009521448296,-63.0,0.0,1
0014,1556807379610400,3.5004268123512183,-61.5,0.0,1
0015,1556807379614772,1.9419023318594073,-64.5,0.0,1
0013,1556807379620741,3.0034170370762707,-58.0,0.0,1
0003,1556807379627026,4.973048368721434,-63.5,0.0,1
0025,1556807379632063,5.917980534058989,-60.5,0.0,1
0021,1556807379636277,5.911844610907447,-60.5,0.0,1
0011,1556807379647769,2.997281113924728,-63.0,0.0,1
0017,1556807379652686,3.463611273441963,-62.0,0.0,1
0018,1556807379657622,2.1627955653149398,-62.0,0.0,1
0013,1556807379701164,2.7395723415599402,-58.0,0.0,1
0003,1556807379707202,5.144854216964626,-64.0,0.0,1
0012,1556807379713291,5.359611527268616,-55.0,0.0,1
0015,1556807379718517,1.4571644028875443,-64.0,0.0,1
0018,1556807379723009,2.2180188736788224,-61.5,0.0,1
0017,1556807379727587,3.2611258094410585,-62.0,0.0,1
0025,1556807379737563,5.592776607027233,-61.0,0.0,1
0027,1556807379743521,4.7951065973267,-62.5,0.0,1
0021,1556807379748086,5.721630993209627,-61.0,0.0,1
0011,1556807379752566,2.604582032226004,-64.0,0.0,1
0014,1556807379757157,3.0034170370762707,-60.5,0.0,1
0024,1556807379762086,1.5307954807060549,-58.5,0.0,1
0011,1556807379781464,2.5002713386497804,-64.0,0.0,1
0025,1556807379787466,5.924116457210531,-60.0,0.0,1
0021,1556807379791763,5.6111843764818605,-60.5,0.0,1
0012,1556807379795901,5.267572679995477,-55.0,0.0,1
0017,1556807379800089,3.052504422288611,-62.0,0.0,1
0014,1556807379804710,2.672077186892972,-60.5,0.0,1
0013,1556807379809274,2.3591451061643016,-57.5,0.0,1
0024,1556807379813520,1.659649866888449,-59.0,0.0,1
0018,1556807379820355,1.9848537939202053,-61.0,0.0,1
0003,1556807379824963,4.60489297962888,-65.5,0.0,1
0011,1556807379878581,2.3407373367096738,-62.5,0.0,1
0014,1556807379883839,2.819339342529994,-61.0,0.0,1
0012,1556807379888290,5.0221357539337745,-55.0,0.0,1
0021,1556807379892700,5.457786297693296,-60.0,0.0,1
0024,1556807379900667,1.3712614787659483,-58.5,0.0,1
0025,1556807379908141,5.181669755873881,-59.5,0.0,1
0018,1556807379912399,1.874407177192439,-60.5,0.0,1
0017,1556807379917025,2.8806985740454194,-61.0,0.0,1
0026,1556807379921237,4.420815285082603,-62.5,0.0,1
0013,1556807379925457,2.2609703357396205,-57.0,0.0,1
0027,1556807379940685,4.838058059387498,-65.0,0.0,1
0024,1556807379961369,1.3773974019174915,-60.5,0.0,1
